en,ko
"Bill Jones, Jr., is a chip off the old block. He's a banker just like his father. ",빌 존스 주니어는 아버지와 똑같다. 그는 또 아버지와 마찬가지로 은행가이다.
he was just pulling my leg.,그가 농담한 거였어.
He is the funniest person I know; he always keeps me in stitches.,그는 내가 알고 있는 가장 재미있는 사람이에요. 그는 항상 나를 웃게 만들어.
I'll see if I can pull strings so that you can get an interview.,당신이 면접을 볼 수 있도록 제가 비밀리에 영향력을 행사할 수 있는지 알아보겠습니다.
I gave her the cold shoulder at the wedding reception.,나는 결혼식에서 그녀를 무시했다.
"His son watched TV all day and didn't work. When he started to gamble, that was the last straw.",그의 아들은 하루 종일 TV를 보고 일을 하지 않았습니다. 그가 도박을 시작했을 때 그것은 마지막 고비였습니다.
"That scientist is considered to be a genius in his field, but with some of the antics he's up to at the university, it looks like he's not playing with a full deck.",그 과학자는 그의 분야에서 천재로 여겨집니다. 하지만 그가 대학에서 익힌 익살스러운 행동들로 보아 그는 정상적인 사람이 아닌 것처럼 보입니다.
"The girl was miserable at sleep away camp, but she only had one more week before it was over. She decided to stick it out and stay.",그 소녀는 야외 캠프에서 힘들게 지냈지만 끝내 한 주만 남았어요. 그녀는 참았고 머물기로 결정했습니다.
We will gibve Edie the cold shoulder.,우리는 에디한테 쌀쌀맞게 대할거야.
He has no backbone because he was afraid to reprimand her.,그는 그녀를 질책하는 것이 두려웠기 때문에 용기가 없습니다.
He had butterflies in his stomach while waiting for the results of his exam.,그는 시험 결과를 기다리는 동안 초조했습니다.
She worked many hours getting ready for the party and knocked herself out.,그녀는 파티 준비를 위해 여러 시간 동안 일을 했고 기절했습니다.
They decided to meet at 6:00. She waited for him for an hour and then realized that he stood her up.,그들은 6시에 만나기로 결정했습니다. 그녀는 한시간동안 그를 기다렸고 그리고나서 그가 그녀를 용기있게 누군가와 맞서도록 만든다는 것을 깨달았습니다.
"I don't know how we'll pay the bills if you quit your job, but we'll cross that bridge when we come to it.","일을 그만 두시면, 얼마나 지불 드릴 지는 모르겠지만, 그건 그때 가서 생각합시다."
Do you mind if we put data night on ice for a few weeks until we get done with this project at work?,회사 프로젝트가 끝날 때까지 저녁 데이트를 미루는 게 어때요?
"I'll always remember your help, dude. A friend in need is a friend in deed.","네 도움을 늘 기억할게, 친구. 어려울 때 친구가 진짜 친구지."
The possibility of her receiving a full scholarship is very far-fetched.,그녀가 전액 장학금을 받을 가능성은 매우 희박합니다.
"My credit card is declined at lunch and to add insult to injury, my ex-boyfriend was at the next table!","점심때 신용카드 결제가 거절 됐는데, 설상가상으로 전 남자친구가 옆 테이블에 있었어!"
Let's cut to the chase and talk about the real problem here.,이제 본론으로 들어가서 진짜 문제에 대해 얘기해 봅시다.
We will never reach an agreement unless we sit down for a discussion. It takes two to tango.,우리는 토론을 위해 앉지 않는 한 절대 합의에 이르지 못할 것입니다. 손뼉도 마주쳐야 소리가 납니다.
"When the check bounced, he had to face the music.","수표가 부도 났을때, 그는 벌을 받아야 했습니다."
"you're barking up the wrong tree, pal.",사람을 잘못 찾아왔다고요.
"That news came straight from the horse's mouth, so its true.",그 소식은 바로 정확한 소식통에서 나온 것이므로 사실입니다.
"After being chased by the police a long way, the criminal managed to escape by the skin of his teeth.",범인은 경찰에게 먼 길을 쫓긴 끝에 간신히 도망쳤습니다.
"Lisa's carefree and adventurous spirit is very similar to her mother's at the same age, demonstrating that the apple doesn't fall far from the tree.",리사의 느긋하고 모험적인 정신은 같은 나이의 어머니와 매우 비슷해서 피는 못 속인다는 것을 보여줍니다.
John was always ready to go fishing at the drop of a hat.,존은 기회만 있으면 지체없이 낚시하러 가려고 한다.
Our plans are perfect. Don't discuss them with anyone. We don't want to upset the applecart.,우리 계획은 완벽해. 아무에게도 이야기하지 마. 우리는 상황을 어지럽히고 싶지 않아.
It ain't over till the fat lady sings.,길고 짧은 건 대봐야 알아요.
"The clock was broken, so he fiddled around with it until he got it to work.",시계가 고장 나서 그는 시계를 작동시킬 때까지 만지작거렸습니다.
"I hate putting a damper on the party, but it is getting late and everyone has to go home.","파티에 찬물을 끼얹는 것은 싫지만, 시간이 늦어지고 있어서 모두 집에 가야 합니다."
"Learning a new language can be challenging, but with consistent practice, drop by drop fills the tub, and your fluency will improve over time.","새로운 언어를 배우는 것은 어려울 수 있지만, 꾸준한 연습을 통해 티끌 모아 태산이라고 시간이 지남에 따라 유창함이 향상될 것입니다."
I'm not going to wait for you again. That's the last straw.,다시는 당신을 기다리지 않을 겁니다. 참을 만큼 참았으니까요.
The teacher needed to skip a few questions on the test because he ran out of time.,선생님이 시험에서 몇 개의 문제를 건너뛰어야 했어요. 시간이 부족해서요.
I wanted to fix the leakage but being so old the pipe was straight out of the frying pan and into the fire.,나는 누수를 고치고 싶었지만 너무 낡아서 파이프가 갈수록 태산이었습니다.
There's a still 1 inning left in the game. It's not over till the fat lady sings.,아직 1인닝 남았거든. 끝날때까지 끝난게 아니야.
"When a transition is handled badly, things can go south very quickly.",전환이 잘못 처리되면 상황이 매우 빠르게 악화될 수 있습니다.
"You can't have your cake and eat it too. If you want more local services, you can't expect to pay less tax!","원래 두마리 토끼를 다 잡을 순 없는 거야. 만약 너가 더 많은 지역 서비스를 원한다면, 더 적은 세금을 낼 것이라고 기대할 수는 없는거지."
It's a snowball's chance in hell to wish you get married to her.,네가 그녀와 결혼한다는 것은 가망이 전혀 없는 희망이다.
I was just fuming.,나는 분노하고 있었다.
Covid rained on the whole world's parade and took away their happinness.,코로나가 온 세계를 다 망쳐놨어. 모든 행복을 다 가져갔어.
You can say that again.,전적으로 동감이야.
"The team hadn't heard back from the client about their project proposal, but they continued working, believing that no news is good news and their proposal was still under consideration.",팀은 프로젝트 제안에 대해 고객으로부터 답변을 듣지 못했지만 무소식이 희소식이라 생각하며 제안이 여전히 고려 중이라고 믿고 작업을 계속했습니다.
Comparing a neighborhood grocery and a giant supermarket is just like comparing apples and oranges.,동네 식료품 잡화점과 거대 슈퍼 마켓을 비교하는 것은 터무니 없는 비교이다.
I finally got off the ground with my business.,마침내 제 일을 시작했어요.
Of course! I can beat you. It's a piece of cake!,당연하지! 나는 너를 이길 수 있어. 식은 죽 먹기라고!
My friend is a jack-of-all-trades. He knows how to fix everything.,제 친구는 모든 걸 다 해결할 줄 아는 사람이에요.
Add insult to injury,엎친 데 덮친 격이다
"She hates to be one for the books around children, and she's an elementary school teacher. That's one for the books.",그녀는 어린이들 사이에서 유명한 존재가 되는 걸 싫어해요. 그녀는 초등학교 선생님이에요. 그건 기록에 남을 만한 일이에요.
"I think this is all a storm in a teacup, and there is nothing to worry about.","난 이 모든 일이 쓸데 없는 일이라고 생각해, 그러니까 걱정할 것 없어."
"It took me four hours to renew my driver's license, and I seemed to get the runaround.","운전 면허를 갱신하려면 4시간이 걸렸고, 나는 속임수를 당한 것 같았다."
She made the chocolate from scratch.,그녀는 초콜릿을 처음부터 만들었다.
She let on that she knew my secret.,그녀는 나의 비밀을 알고 있다고 발설했습니다.
"If you've got a skeleton in the closet, it will probably be exposed during this campaign.","털어서 먼지 안나는 사람 없다고 만약 네가 비밀을 가지고 있다면, 아마도 이번 캠페인 중에 노출될 것입니다."
"This is just the calm before the storm, when the kids get home from school this house will be chaos.",이건 단지 폭풍전야야. 아이들이 학교에서 집에 돌아오면 집은 난리가 나지.
There may be a method to their madness.,아마도 그들의 행동에는 이유가 있을 거에요.
IIt's like talking to a brick wall.,소귀에 경 읽기 같군요.
He may be a bamstick for all I know. ,저 사람은 미쳤는지도 모른다.
I don't want to buy my computer from that store. It's a fly-by-night company; they may not be in business next year.,"내 컴퓨터를 그 가게에서 사고 싶지 않아요. 그것은 빨리 한몫 잡을 생각만 하는 회사인데, 내년에는 영업하지 않을 수도 있어."
"He is a very private person. If he has a problem in his family, he doesn't want to air his dirty laundry in public.","그는 매우 사적인 사람입니다. 만약 그가 가족에게 문제가 있다면, 그는 개인적인 문제에 대해 공개적으로 이야기하고 싶어하지 않습니다."
You can't have your cake and eat it too.,너 좋은대로만 다 흘러갈순 없다.
"I was planning to ask you in for a brandy, but if you want to take a rain check, that's fine.","브랜디 한 잔 부탁하려고 했는데, 다음 기회로 미루고 싶으면 괜찮아요."
"Last year, everyone took a beating in the stock market.",작년에는 주식시장에서 모두들 타격을 입었습니다.
They need to hit the sack.,그 사람들 눈 좀 붙이게 해요.
They're living hand to mouth since the father lost his job.,그들은 아버지가 실직한 이후 생계를 유지하고 있습니다.
"Your son blames mine for their fight at school, but it generally takes two to tango.","아드님은 학교에서 싸운 것에 대해 제 탓을 하지만,  손뼉도 마주쳐야 소리가 납니다."
Who let the cat out of the bag? ,누가 그 사실을 불었어?
It was a quite easy to notive that he was a diamond in the rough.,딱 봐도 걔는 긁지 않은 복권인거 알겠더라.
The sudden uprising in many parts of the country was utterly a bolt from the blue for the ministry.,전국 각지에서 일어난 갑작스러운 봉기는 목회에 완전히 갑작스러운 일이었다.
We don't expect much of the repair work to be done during the dog days of summer.,여름철 복날에는 수리 작업이 많이 진행되지 않을 것으로 예상됩니다.
Mary was so excited to get her foot in the door with her new internship.,마리는 새로운 인턴십을 시작하게 되어 매우 기뻤습니다.
His speech went well at the corporate meeting. It was a feather in his cap.,그의 연설은 기업 회의에서 잘 진행됐어요. 그 연설은 그의 명예로운 업적이였다.
"Oh, this situation really snowballed!","오, 일이 눈덩이처럼 불어나네!"
The soldiers escaped by the skin of their teeth.,병사들은 간신히 탈출했다.
She has gall.,그녀는 뻔뻔하다.
The whole deal was put on ice when the stock market fell sharply.,주식 시장이 가파르게 하락했을 때 전 거래가 보류 되었다.
"After you left our firm, our sales started to go south. I beg you for coming back.",당신이 회사를 떠난 후 매출이 떨어지기 시작했어요. 제발 돌아와 주세요.
"you get the best of both worlds, as the people there are very friendly, and there are so many great schools!",구자기 장점을 다 가질 수 있어요! 사람들도 친절하고 좋은 학교도 많아요!
"Compared to the problem in general, it's a drop in the bucket.",전반적인 실업 문제에 비춰 볼 때 이는 새발의 피에 불과합니다.
He can't pay his bills either. He is in the same boat as you.,그 또한 빚을 갚을 수 없어 어려운 상황에 처해 있습니다. 그는 당신과 같은 처지입니다.
I can't leave the office yet; I'm waiting for an important phone call.,저는 아직 퇴근할 수 없습니다. 중요한 전화를 기다리고 있습니다.
There is no rest for a mother with many children.,가지 많은 나무 바람 잘 날 없다.
She put two and two together and realized that he was stealing from the company.,그녀는 사실을 통해 결론을 내렸고 그가 회사에서 훔치고 있다는 것을 깨달았습니다.
"Petty discraction to gain the Devil's sympathy, hoping I'll let you off the hook from your endless torment, huh?",이런 깜찍한 시도로 악마의 동정심을 얻어 영원한 고통의 굴레에서 벗어나 보려고 하다니 대단하군.
I don't believe a word that man says; he is full of hot air.,나는 그 남자가 말하는 말을 하나도 믿지 않아. 그는 허풍만 떠는 사람이야.
Let the cat out of the bag,무심결에 비밀을 누설하다.
The bonus he received must have burned a hole in his pocket. He ended up buying a car the next day.,그가 받은 보너스는 금방 소진 됐을 것이다. 그는 결국 다음날 차를 샀다.
"She was given information which was meant to be private, so she kept it under her hat.",그녀는 주어진 정보를 비밀로 유지했습니다.
I've looked high and low for my keys.,나는 열쇠를 찾느라 여기저기를 돌아다녔습니다.
Let someone off the hook,누군가를 곤경에서 벗어나게 해주세요
He was wary of new marriage after his divorce because a burnt child dreads the fire.,"그는 이혼 후 자라보고 놀란 가슴 솥뚜껑 보고 놀란다고, 재혼에 대해 조심했습니다."
I felt like someone pulled the rug out from under me when he said he wouldn't pay my tuition.,그가 내 수업료를 지불하지 않을 거라고 말한 순간 나는 갑자기 무너졌어.
Strike while the iron is hot.,쇠뿔도 단김에 빼라.
"She was going to buy the last red dress that the store had, but I beat her to the punch and bought it first.","그녀는 상점에 마지막 빨간 드레스를 사려고 했지만, 내가 선수쳐서 먼저 샀습니다."
The bill will never be passed unless both parties bury their differences and work out a compromise – it takes two to tango.,"이 법안은 양측이 이견을 해소하고 타협점을 찾지 않는 한 절대 통과되지 않을 것입니다. 즉, 두 사람이 협상에 임해야 합니다."
A mother with a large brood never has a peaceful day because there's always some sort of commotion or activity happening in the house.,가지 많은 나무 바람 잘 날 없다. 집안에는 항상 일종의 소동이나 활동이 있기 때문입니다.
Don't ask me to put that clock back together. I'm all thumbs.,그 시계를 다시 맞추라고 하지 마세요. 저는 서툴러요.
By the skin of your teeth,간신히
"His CD is becoming so popular, it is selling like hotcakes.",그의 CD는 인기가 많아져서 날개 돋친 듯 팔리고 있습니다.
He told his son that he had to finish all of his homework before he went out to play and he meant business.,그는 아들에게 놀러 가기 전에 숙제를 다 해야 한다고 말했고 그는 진지했습니다.
"He won't work; if he needs money, he'll hustle someone.","그는 일을 하지 않을 것이고, 돈이 필요하면 누군가를 재촉할 것입니다."
My mother used to say birds of a feather flock together.,우리 엄마는 유유상종이라고 말하곤 했어요.
"Once bitten, twice shy",자라 보고 놀란 가슴 솥뚜껑 보고 놀란다.
The boy is the spitting image of his father. They look like twins.,그 소년은 그의 아버지의 똑같아요. 그들은 쌍둥이처럼 보여요.
It feels like he let him off the hook because of his status.,그의 신분 때문에 눈 감아 준 것 같아요.
"He immediately declared that the package must have contained the wrong pieces. His wife replied, Only bad workmen blame their tools, dear.","그는 즉시 그 포장이 잘못된 조각들을 포함하고 있었음에 틀림없다고 선언했습니다. 그의 아내는 자기야, 서투른 목수가 연장 탓만 한다.라고 대답했습니다"
Live and learn,오래 살면 별일을 다 겪는다. 오래 살고 볼 일이다.
I am not going on a wild goose chase to satisfy your curiosity.,난 니 호기심 만족하려고 헛수고 하고 있는거 아니야.
I'll report my manager to make a long story short.,간단히 말하기 위해서 매니저에게 보고 할 예정 이다.
The whole nine yards.,모든 것.
"You may have a good voice, but being able to sing a song on the stage is a different kettle of fish.","당신이 좋은 목소리를 가졌는지는 모르지만, 무대에서 노래하는 것은 별개의 문제에요."
"I've seen the article, which I take with a grain of salt.","그 기사 봤는데, 대수롭지 않게 받아들였어."
"Even though he was involved in the bank robbery, he squealed on his partner so that he wouldn't have to go to jail.","그는 은행 강도 사건에 연루되었음에도 불구하고, 그가 감옥에 가지 않기 위해 그의 파트너에게 소리를 질렀습니다."
I am fed up of going work at early morning I am just calling it a day and will look for another easy job.,저는 아침 일찍 출근하는 것이 지겨워요. 오늘은 이만 하고 다른 쉬운 일을 찾을 거예요.
I was the only employee who had to work all weekend. I got the short end of the stick.,나는 주말에 일해야 하는 유일한 직원이었어요. 나는 불공정한 처지에 처했어요.
Familiarity breeds contempt.,익숙하면 얕본다.
To kill two birds with one stone for me today or this weekend is that I get to spend time with my sister Karen and the other thing is that I am here for the inauguration.,오늘이나 이번 주말에 나를 위해 일석이조의 효과를 낸다는 것은 내 여동생 카렌과 함께 시간을 보낼 수 있다는 것이고 또 하나는 내가 취임식에 참석했다는 것입니다.
All he ever thinks one-track mind about is football. He has a one-tracked mind.,그가 생각하는 것은 늘 축구뿐이에요. 그는 한 가지에만 집중하는 경향이 있어.
Let's get down to brass tacks.,자세히 알아보자.
"Tom decided to take risks and apply for jobs outside of his comfort zone, believing that ""nothing ventured, nothing gained."" Eventually, he landed his ideal job.","Tom은 ""호랑이 굴에 들어가야 호랑이를 잡는다""고 믿으며 위험을 감수하고 자신이 익숙한 영역 밖에서 일자리에 지원하기로 결정했습니다. 결국 그는 이상적인 직업을 얻었습니다."
He realized that he was able to get along quite well without his partner.,그는 동료 없이도 꽤 잘 지낼 수 있다는 것을 깨달았어.
"Don't worry Jennny, every cloud has a silver lining.","제니야 걱정하지마, 고생 끝에 낙이 오니까."
Have the used bike looked over by a mechanic before you pay for it. Don't buy a pig in a poke.,그 중고 바이크를 사기 전에 정비사의 점검을 받아봐라. 충동구매하지 말고.
"Let's take a rain check. First of all, you better pull yourself together.","다음을 기약합시다, 일단 네 마음을 가다듬는게 좋겠어."
Go back to the drawing board.,처음부터 다시 시작합니다
"Try to finish what you can, but don't bite off more than you can chew.",끝낼 수 있을 만큼만 하고 너무 무리하지 마.
His father doesn't want him to go to a faraway university. It doesn't sit right with him.,그의 아버지는 그가 멀리 있는 대학에 가는 것을 원하지 않습니다. 그것은 그와 맞지 않습니다.
"Even though he never worked a day in his life, he told everyone that he was a successful attorney. He was giving everyone a snow job.",그는 일한 적이 없어도 모든 사람에게 성공한 변호사라고 말했습니다. 그는 모든 사람에게 과장된 이야기를 하고 있었습니다.
a picture is worth a thousand words.,천 마디의 말보다 한 번 보는 것이 더 낫다.
Sweet after bitter.,고진감래
He read about the procedure online and thought he doesn't need the doctor to get it done. A little knowledge is indeed a dangerous thing.,그는 온라인에서 이 수술에 대해 읽었고 수술을 받는 데 의사가 필요하지 않다고 생각 했다. 선무당이 사람 잡는 격이다.
"Although she's renowned for her accuracy in calculations, even the best accountant in the company can make errors from time to time—after all, even Homer sometimes nods.",그녀는 계산의 정확성으로 유명하지만 회사 최고의 회계사라도 때때로 오류를 범할 수 있습니다.  원숭이도 나무에서 떨어질 때가 있습니다.
"If I spill the beans, will you promise not to tell anyone else?","내가 비밀을 말하면, 아무한테도 말 안한다고 맹세해 줄 수 있지요?"
"I'm going to the art museum on Sunday. I know you love to paint, so this is right up your alley.",일요일에 나는 미술 박물관에 갈 거예요. 당신이 그림 그리는 걸 좋아하니까 여기가 딱 맞아요.
Some of us might have said that he had his head in the clouds.,우리 중 몇몇은 그가 엉뚱한 공상에 빠져있었다고 했던 것 같다.
He knew that when he was caught in a lie his goose was cooked.,그는 거짓말이 들킬 경우 큰 문제가 될 것을 알고 있었어.
"There's nothing English rugby doesn't know abbout pools of death just now, and pools of death are a dime a dozen in the new Europe.",잉글랜드 럭비가 지금 죽음의 수영장에 대해 모르는 것은 아무 것도 없다. 그리고 죽음의 수영장은 새로운 유럽에서는 아주 흔하다.
He stays home and raises the children and she brings home the bacon.,그는 집에 머물며 아이들을 키우고 그녀는 밥벌이를 합니다.
It did not cross my mind to thank her for my birthday card.,그녀에게 생일 카드를 준 것에 대해 감사한다는 생각이 들지 않았습니다.
We shelled out a lot of money to eat at that fancy restaurant.,우리는 그 고급 레스토랑에서 돈을 많이 썼어요.
"Like his brother, he is a chip off the old block, very rude in behavior and stout in physique.","그의 형처럼, 그는 아버지를 닮아, 행동이 매우 무례하고 체격이 건장하다."
After I got my first job I truly felt like the world was my oyster.,첫 직장을 얻은 후 세상이 정말 제 것처럼 느껴졌어요.
Don't egg on my brother!,내 동생을 부추기지마!
Why donn't we just play it by ear?,우리 그냥 상황 보고 결정 하는게 어때?
His job is for the birds.,그의 직업은 형편없다.
He is actually in the doghouse too as the moment.,그때 그는 진짜로 난처했다.
I've got bigger fish to fry right now.,저 당장 더 중요한 일이 좀 있어요.
It could be a load of codswallop for all I know.,내가 아는 한 아주 터무니 없는 말이야.
The vacation was wonderful except for one fly in the ointment: the resort had run out of our favorite drink.,휴가는 옥의 티 한가지를 제외하고 아주 훌륭했습니다.
Speak of the devil,호랑이도 제 말하면 온다
"When he broke up with his girlfriend, he didn't want her living in his apartment anymore. He sent her packing.","그가 여자친구와 헤어졌을 때, 그는 그녀가 더 이상 자신의 아파트에서 사는 것을 원하지 않았습니다. 그는 그녀를 내쫓았습니다."
It's not over till the fat lady sings.,끝날때까지 끝난게 아니다.
She is always blabbing about her supervisor's personal life to her friends.,그녀는 항상 친구들에게 상사의 사생활에 대해 떠들어댄다.
His story is for the birds.,그의 이야기는 형편 없어.
"A leader has to be of a strong will and good character otherwise as it is said, the fish rots from the head down. The whole organization would then have to suffer because of it.",리더는 의지가 강하고 인품이 좋아야 한다 그렇지 않으면 윗 물이 맑아야 아랫 물이 맑다는 말이 있다. 그러면 조직 전체가 그로 인해 고통을 겪게 될 것이다.
I used to get butterflies in my stomach before the tests.,시험 전에 항상 떨렸어.
The grandmother was on cloud nine to see her grandson after a long time.,할머니는 오랜만에 손자를 보는 것에 너무나 행복해 했습니다.
He has been a paperboy since last 6 years but now calling it a day because he just got a better job in a multinational company.,"그는 지난 6년 동안 신문팔이로 일했지만, 다국적 기업에서 더 좋은 일자리를 얻었기 때문에 이제는 이것으로 끝입니다."
They kept bottles of booze behind the bar.,그들은 술집 뒤에 술병을 보관했습니다.
"As one bad apple spoils the others, so you must show no quarter to sin or sinners","미꾸라지 한마리가 온 웅덩이를 더럽히기 때문에, 여러분은 죄나 죄인들에게 어떤 자비도 보여주면 안됩니다."
"The cheast is bheavy, so easy does it.",그 상자 무거우니까 조심해서 하세요.
He seldom goes to the ball park maybe once in a blue moon.,그는 가뭄에 콩 나듯 야구장에 간다. 
The rotten apple spoils his companion.,미꾸라지 한마리가 그의 동료들을 망친다.
"Even though the two men do not get along, they are both willing to iron out their problems.","두 남자가 서로 잘 지내지 않더라도, 그들은 문제를 해결하려는 의지를 가지고 있습니다."
My boss was bent out of shape when I missed the deadline.,내가 기한을 놓쳐서 상사가 너무 화났어.
Well...now you're barking up the wrong tree. I know next to nothing about the gardening.,음.. 헛다리 짚네요. 난 정원일에 대해서는 문외한이잖아요.
She's been nicknamed crybaby because she bursts into tears at the drop of a hat. ,그녀는 툭하면 울어서 '울보'라는 별명을 가지고 있다.
"He loves her so much, and she walks all over him.",그는 그녀를 너무 사랑하지만 그녀는 그를 무시해.
This is the icing on the cake.,금상첨화다.
They want the best of both worlds- sport and luxury in one car.,그들은 두가지를 다 갖고 싶어 해요. 차 한대에 스포츠와 럭셔리라뇨.
"Though he had practiced hard, on the day of the trials, he was not at his best, so could not cut the mustard.","열심히 연습했지만, 시련의 날에는 최상의 컨디션이 아니어서 기대에 부응하지 못했습니다."
"After purchasing the new bed with all the sheets and pillows, the bill was sky high.",모든 시트와 베개를 포함하여 새 침대를 구매한 후에 청구서가 매우 높았어요.
It's a perfect storm.,최악의 상황이네요.
"He's the boss's son and comes in late every day, but we can't complain. He's getting away with murder.",보스의 아들이라 매일 늦게 들어오지만 불평할 수는 없어요. 얼마든지 멋대로 굴어도 괜찮았지.
There's no such thing as a free lunch.,공짜가 어딨어.
"A loaf of bread is better than the song of many birds, so let's eat it first.","금강산도 식후경이라고, 일단 먹고 보자."
We always let the cat out of the bag.,우리는 여차하면 말해버려요.
I tend to buy a pig in a poke.,나는 충동구매하는 경향이 있어.
"The skiing conditions won't be this good for another several months, so let's make hay while the sun shines.","앞으로 몇 달 동안은 스키 조건이 이렇게 좋지 않을 테니, 물 들어올때 저어 봅시다."
"They had planned to stop walking at the next bench, but they got their second wind and just kept going.","그들은 다음 벤치에서 걸음을 멈추기로 계획했지만, 새로운 활력을 얻어 계속 나아갔습니다."
"I was walking down the street, and out of nowhere, a clown on a unicycle rode past me. It was so random!",길을 걷고 있는데 갑자기 외발자전거를 탄 광대가 제 앞을 지나갔어요. 정말 뜬금없어요!
I'm speaking in front of 200 people tonight and am very nervous. My heart is in my mouth.,오늘 밤 200명 앞에서 연설을 해야 하니까 정말 긴장돼. 심장이 터질 것 같아.
Yeah. I've been feeling under the weather recently.,어 요새 컨디션이 안 좋네
So far so good,지금까지는 좋다
"Although I had nothing to do with the problem that he was having, I stuck my neck out to help him.","그의 문제와는 아무 상관이 없었지만, 나는 그를 돕기 위해 목숨을 내걸었습니다."
"Oh dear, You bought a pig in a poke again.",아이고 너 또 물건을 잘 보지도 않고 충동구매 했구나.
"When I was told that my favorite uncle died, it hit him like a ton of bricks.","내가 가장 좋아하는 삼촌이 돌아가셨다는 말을 들었을 때, 그것은 그를 강하게 때렸습니다."
I insist that we go Dutch.,더치페이하자.
"We all sat sipping our tea quietly, no one wanting to bring up the elephant in the room about Joel's expulsion from college.","우린 조용히 앉아서 차를 마시고 있었고, 아무도 조엘의 대학 퇴학 문제를 꺼내는 것을 원하지 않았었다"
"While it is true that fortune favours the bold, you also need to look before you leap. My advice is to not take a risk that you don't find worth the returns.","행운이 용감한 자들의 편이라는 것은 사실이지만, 도약하기 전에 미리 볼 필요도 있습니다. 제 조언은 당신이 그 대가를 치를 가치가 없다고 생각하는 위험을 감수하지 말라는 것입니다."
"After the business meeting when our supervisor left, we spoke about our personal lives and let our hair down.","상사가 자리를 비운 후, 우리는 개인적인 생활에 대해 이야기를 나누며 긴장을 풀었습니다."
A fool and his money are soon parted.,어리석은 이는 돈을 오래 가지고 있지 못한다.
I know he stole the material for the book; I've got his number.,그 사람이 죄인임을 알고 있어. 그의 정체를 파헤쳤어.
"do whatever you can, but don't bite off more than you can chew.",할 수 있는 만큼 하되 능력 이상으로 무리하지마.
The police said they would leave no stone unturned in their search for the stolen jewellery.,경찰은 도난당한 보석을 찾기 위해 수단과 방법을 가리지 않을 것이라고 말했습니다.
They gave him the ax.,그들은 그를 해고했다.
Has he decided which offer he is going to accept or is he still sitting on the fence?,"그는 어떤 제안을 받아들일 것인지 결정했나요, 아니면 아직 결정을 내리지 못한 상태인가요?"
I have worked all day and am exhausted. I've decided to call it quits.,하루종일 일해서 피곤해서 그만두기로 했어요.
The term 'rags to riches' best describes the process for Kang. ,개천에서 용 났다'라는 말은 강의 인생 여정을 잘 설명해 줄 수 있다.
It's not the end of the world. There are still plenty of other fish.,이게 끝이 아니야. 아직 기회는 얼마든지 있어.
We need to buy a lot of stuff for the party.,우리는 파티를 위해 많은 물건을 사야 합니다.
I won't be deceived by her banana oil.,나는 그녀의 아첨에 속지 않을 것입니다.
"The situation is snowballing, soon it will be difficult to fix.","일이 점점 커지고 있어요, 조만간에 손댈수 없는 지경까지 갈거에요."
"The plan looks good, but it would go down in flames if any of the stakeholders withdraw from participating.","계획은 좋아 보이지만, 이해관계자 중 한 명이라도 참여를 철회하면 무산될 것입니다."
The price discount ended yesterday and I just missed the boat on a great deal.,어제 가격 할인이 끝나서 기회를 놓쳤어요.
I decided to burn my boats and move to America.,나는 돌아올 길을 아예 막아 놓고 미국으로 떠나기로 결심했어.
"Standing in the crowd, waiting for my favourite band to take the stage, I have butterflies in my stomach.",군중 속에 서서 내가 좋아하는 밴드가 무대에 오르기를 기다리니 마음이 두근두근 합니다.
"He did cause a lot of death, but he was like the perfect storm of issues that I think caused this man to become what he was.",많은 죽음의 원흉이긴 해도 그를 둘러싼 모든 문제가 그런 인물이 되도록 등을 떠밀었어요.
She has the gall to look down on me?,그녀는 뻔뻔하게 나를 경멸한다고요?
The referendum acted as a bolt from the blue that the life of many people.,국민투표는 많은 사람들의 생명을 앗아간 청천벽력처럼 작용했습니다.
I would really like to get out of going to the holiday party.,나는 휴일 파티에 가지 않고 싶다.
Which just proves the old saying that you shouldn't judge a book by its cover.,이것만 봐도 사람을 겉만 보고 판단하지 말라라는 옛말이 틀리지 않았다는 사실을 알 수 있는 것 같다.
The sports club went down in flames after the players and fans joined in protest against the corrupt management.,선수들과 팬들이 부패한 경영진에 항의하기 위해 합류한 후 스포츠 클럽은 실패했습니다.
Can you give me the lowdown on what happened at the meeting while I was away?,제가 자리를 비운 사이에 그 회의에서 무슨 일이 있었는지 자세히 말씀해 주시겠습니까?
We just assume there are a lot of fish to fry right now.,우리가 당장 해야할 다른 중요한 일들이 많이 있다고 가정해봅시다.
Don't make a mountain out of a molehill; it's just a minor disagreement.,작은 문제로 큰 문제를 만들지 마세요. 사소한 의견 차이일 뿐입니다.
"Even though his classmates treated him badly, he didn't let them bother him. He always shrugged off their mean comments.","그의 반 친구들이 그를 나쁘게 대했음에도 불구하고, 그는 그들이 그를 괴롭히도록 내버려두지 않았습니다. 그는 항상 그들의 더러운 말을 무시했습니다."
"Some people learn by doing, Others have to be taught. In the long run, all roads lead to Rome.","실천을 통해 배우는 이도 있지만, 가르쳐 주지 않으면 모르는 사람도 있는 법이야. 길게 보면 결국 똑같은 일인데 말이야."
He poured it on thick to his boss because he wanted to get a raise.,그는 승진을 원하기 때문에 상사에게 아첨하고 있어요.
